pmt_id,channel_id,pmt_in_tpc_plane,pmt_sn,sector_label,ch_number,pmt_position_code,hv_cable_label,signal_cable_label,light_fiber_label,digitizer_label,digitizer_ch_number,hv_supply_label,hv_supply_ch_number,match_ch_sy1527
1,359,WW,FB0218,1L-1,7,1,B23-07,A10-07,1,WW-Top-A,7,PMT1-RA1,7,8
2,358,WW,FB0193,1L-1,9,2,B23-09,A10-09,1,WW-Top-A,2,PMT1-RA1,9,10
3,357,WW,FB0228,1L-1,6,3,B23-06,A10-06,1,WW-Top-A,8,PMT1-RA1,6,7
4,356,WW,FB0216,1L-1,8,4,B23-08,A10-08,1,WW-Top-A,13,PMT1-RA1,8,9
5,355,WW,FB0177,1L-1,10,5,B23-10,A10-10,1,WW-Top-A,1,PMT1-RA1,10,11
6,354,WW,FB0178,1L-1,1,6,B23-01,A10-01,1,WW-Top-A,10,PMT1-RA1,1,2
7,353,WW,FB0163,1L-1,3,7,B23-03,A10-03,1,WW-Top-A,14,PMT1-RA1,3,4
8,352,WW,FB0180,1L-1,2,8,B23-02,A10-02,1,WW-Top-A,3,PMT1-RA1,2,3
9,351,WW,FB0181,1L-1,5,9,B23-05,A10-05,1,WW-Top-A,9,PMT1-RA1,5,6
10,350,WW,FB0158,1L-1,4,10,B23-04,A10-04,1,WW-Top-A,4,PMT1-RA1,4,5
11,349,WW,FB0182,1L-2,7,1,B29-07,A33-07,2,WW-Top-A,11,PMT1-RA1,17,18
12,348,WW,FB0190,1L-2,9,2,B29-09,A33-09,2,WW-Top-A,6,PMT1-RA1,19,20
13,347,WW,FB0194,1L-2,6,3,B29-06,A33-06,2,WW-Top-A,12,PMT1-RA1,16,17
14,346,WW,FB0174,1L-2,8,4,B29-08,A33-08,2,WW-Top-A,15,PMT1-RA1,18,19
15,345,WW,FB0154,1L-2,10,5,B29-10,A33-10,2,WW-Top-A,5,PMT1-RA1,20,21
16,344,WW,FB0191,1L-2,1,6,B29-01,A33-01,2,WW-Top-B,8,PMT1-RA1,11,12
17,343,WW,FB0173,1L-2,3,7,B29-03,A33-03,2,WW-Top-B,15,PMT1-RA1,13,14
18,342,WW,FB0254,1L-2,2,8,B29-02,A33-02,2,WW-Top-B,1,PMT1-RA1,12,13
19,341,WW,FB0229,1L-2,5,9,B29-05,A33-05,2,WW-Top-B,7,PMT1-RA1,15,16
20,340,WW,FB0206,1L-2,4,10,B29-04,A33-04,2,WW-Top-B,2,PMT1-RA1,14,15
21,339,WW,FB0025,1L-3,7,1,B26-07,A13-07,3,WW-Top-B,9,PMT1-RA1,27,28
22,338,WW,FB0207,1L-3,9,2,B26-09,A13-09,3,WW-Top-B,4,PMT1-RA1,29,30
23,337,WW,FB0230,1L-3,6,3,B26-06,A13-06,3,WW-Top-B,10,PMT1-RA1,26,27
24,336,WW,FB0248,1L-3,8,4,B26-08,A13-08,3,WW-Top-B,13,PMT1-RA1,28,29
25,335,WW,FB0171,1L-3,10,5,B26-10,A13-10,3,WW-Top-B,3,PMT1-RA1,30,31
26,334,WW,FB0188,1L-3,1,6,B26-01,A13-01,3,WW-Top-B,12,PMT1-RA1,21,22
27,333,WW,FB0212,1L-3,3,7,B26-03,A13-03,3,WW-Top-B,14,PMT1-RA1,23,24
28,332,WW,FB0167,1L-3,2,8,B26-02,A13-02,3,WW-Top-B,5,PMT1-RA1,22,23
29,331,WW,FB0209,1L-3,5,9,B26-05,A13-05,3,WW-Top-B,11,PMT1-RA1,25,26
30,330,WW,FB0201,1L-3,4,10,B26-04,A13-04,3,WW-Top-B,6,PMT1-RA1,24,25
31,329,WW,FB0231,1L-4,7,1,B36-07,A19-07,4,WW-Top-C,7,PMT1-RA1,37,38
32,328,WW,FB0239,1L-4,9,2,B36-09,A19-09,4,WW-Top-C,2,PMT1-RA1,39,40
33,327,WW,FB0261,1L-4,6,3,B36-06,A19-06,4,WW-Top-C,8,PMT1-RA1,36,37
34,326,WW,FB0232,1L-4,8,4,B36-08,A19-08,4,WW-Top-C,13,PMT1-RA1,38,39
35,325,WW,FB0157,1L-4,10,5,B36-10,A19-10,4,WW-Top-C,1,PMT1-RA1,40,41
36,324,WW,FB0170,1L-4,1,6,B36-01,A19-01,4,WW-Top-C,10,PMT1-RA1,31,32
37,323,WW,FB0214,1L-4,3,7,B36-03,A19-03,4,WW-Top-C,14,PMT1-RA1,33,34
38,322,WW,FB0150,1L-4,5,8,B36-05,A19-05,4,WW-Top-C,3,PMT1-RA1,35,36
39,321,WW,FB0237,1L-4,2,9,B36-02,A19-02,4,WW-Top-C,9,PMT1-RA1,32,33
40,320,WW,FB0251,1L-4,4,10,B36-04,A19-04,4,WW-Top-C,4,PMT1-RA1,34,35
41,319,WW,FB0196,1L-5,7,1,B01-07,A30-07,5,WW-Top-C,11,PMT1-RA2,42,43
42,318,WW,FB0256,1L-5,9,2,B01-09,A30-09,5,WW-Top-C,6,PMT1-RA2,44,45
43,317,WW,FB0144,1L-5,6,3,B01-06,A30-06,5,WW-Top-C,12,PMT1-RA2,41,42
44,316,WW,FB0249,1L-5,8,4,B01-08,A30-08,5,WW-Top-C,15,PMT1-RA2,43,44
45,315,WW,FB0153,1L-5,10,5,B01-10,A30-10,5,WW-Top-C,5,PMT1-RA2,45,46
46,314,WW,FB0160,1L-5,1,6,B01-01,A30-01,5,WW-Bot-A,8,PMT1-RA1,41,42
47,313,WW,FB0199,1L-5,3,7,B01-03,A30-03,5,WW-Bot-A,15,PMT1-RA1,43,44
48,312,WW,FB0165,1L-5,5,8,B01-05,A30-05,5,WW-Bot-A,1,PMT1-RA1,45,46
49,311,WW,FB0104,1L-5,2,9,B01-02,A30-02,5,WW-Bot-A,7,PMT1-RA1,42,43
50,310,WW,FB0187,1L-5,4,10,B01-04,A30-04,5,WW-Bot-A,2,PMT1-RA1,44,45
51,309,WW,FB0183,1L-6,7,1,B08-07,A09-07,6,WW-Bot-A,9,PMT1-RA2,7,8
52,308,WW,FB0210,1L-6,9,2,B08-09,A09-09,6,WW-Bot-A,4,PMT1-RA2,9,10
53,307,WW,FB0024,1L-6,6,3,B08-06,A09-06,6,WW-Bot-A,10,PMT1-RA2,6,7
54,306,WW,FB0258,1L-6,8,4,B08-08,A09-08,6,WW-Bot-A,13,PMT1-RA2,8,9
55,305,WW,FB0175,1L-6,10,5,B08-10,A09-10,6,WW-Bot-A,3,PMT1-RA2,10,11
56,304,WW,FB0138,1L-6,1,6,B08-01,A09-01,6,WW-Bot-A,12,PMT1-RA2,1,2
57,303,WW,FB0220,1L-6,3,7,B08-03,A09-03,6,WW-Bot-A,14,PMT1-RA2,3,4
58,302,WW,FB0169,1L-6,5,8,B08-05,A09-05,6,WW-Bot-A,5,PMT1-RA2,5,6
59,301,WW,FB0135,1L-6,2,9,B08-02,A09-02,6,WW-Bot-A,11,PMT1-RA2,2,3
60,300,WW,FB0238,1L-6,4,10,B08-04,A09-04,6,WW-Bot-A,6,PMT1-RA2,4,5
61,299,WW,FB0203,1L-7,7,1,B25-07,A27-07,7,WW-Bot-B,7,PMT1-RA2,17,18
62,298,WW,FB0202,1L-7,9,2,B25-09,A27-09,7,WW-Bot-B,2,PMT1-RA2,19,20
63,297,WW,FB0161,1L-7,6,3,B25-06,A27-06,7,WW-Bot-B,8,PMT1-RA2,16,17
64,296,WW,FB0243,1L-7,8,4,B25-08,A27-08,7,WW-Bot-B,13,PMT1-RA2,18,19
65,295,WW,FB0152,1L-7,10,5,B25-10,A27-10,7,WW-Bot-B,1,PMT1-RA2,20,21
66,294,WW,FB0236,1L-7,1,6,B25-01,A27-01,7,WW-Bot-B,10,PMT1-RA2,11,12
67,293,WW,FB0217,1L-7,3,7,B25-03,A27-03,7,WW-Bot-B,14,PMT1-RA2,13,14
68,292,WW,FB0151,1L-7,5,8,B25-05,A27-05,7,WW-Bot-B,3,PMT1-RA2,15,16
69,291,WW,FB0204,1L-7,2,9,B25-02,A27-02,7,WW-Bot-B,9,PMT1-RA2,12,13
70,290,WW,FB0219,1L-7,4,10,B25-04,A27-04,7,WW-Bot-B,4,PMT1-RA2,14,15
71,289,WW,FB0195,1L-8,7,1,B17-07,A28-07,8,WW-Bot-B,11,PMT1-RA2,27,28
72,288,WW,FB0224,1L-8,9,2,B17-09,A28-09,8,WW-Bot-B,6,PMT1-RA2,29,30
73,287,WW,FB0192,1L-8,6,3,B17-06,A28-06,8,WW-Bot-B,12,PMT1-RA2,26,27
74,286,WW,FB0211,1L-8,8,4,B17-08,A28-08,8,WW-Bot-B,15,PMT1-RA2,28,29
75,285,WW,FB0172,1L-8,10,5,B17-10,A28-10,8,WW-Bot-B,5,PMT1-RA2,30,31
76,284,WW,FB0184,1L-8,1,6,B17-01,A28-01,8,WW-Bot-C,8,PMT1-RA2,21,22
77,283,WW,FB0255,1L-8,3,7,B17-03,A28-03,8,WW-Bot-C,15,PMT1-RA2,23,24
78,282,WW,FB0164,1L-8,5,8,B17-11,A28-11,8,WW-Bot-C,1,PMT1-RA2,25,26
79,281,WW,FB0155,1L-8,2,9,B17-02,A28-02,8,WW-Bot-C,7,PMT1-RA2,22,23
80,280,WW,FB0233,1L-8,4,10,B17-04,A28-04,8,WW-Bot-C,2,PMT1-RA2,24,25
81,279,WW,FB0221,1L-9,6,1,B22-06,A15-06,9,WW-Bot-C,9,PMT1-RA2,36,37
82,278,WW,FB0156,1L-9,9,2,B22-09,A15-09,9,WW-Bot-C,4,PMT1-RA2,39,40
83,277,WW,FB0253,1L-9,7,3,B22-07,A15-07,9,WW-Bot-C,10,PMT1-RA2,37,38
84,276,WW,FB0159,1L-9,8,4,B22-08,A15-08,9,WW-Bot-C,13,PMT1-RA2,38,39
85,275,WW,FB0244,1L-9,10,5,B22-10,A15-10,9,WW-Bot-C,3,PMT1-RA2,40,41
86,274,WW,FB0023,1L-9,1,6,B22-01,A15-01,9,WW-Bot-C,12,PMT1-RA2,31,32
87,273,WW,FB0252,1L-9,3,7,B22-03,A15-03,9,WW-Bot-C,14,PMT1-RA2,33,34
88,272,WW,FB0166,1L-9,5,8,B22-05,A15-05,9,WW-Bot-C,5,PMT1-RA2,35,36
89,271,WW,FB0185,1L-9,2,9,B22-02,A15-02,9,WW-Bot-C,11,PMT1-RA2,32,33
90,270,WW,FB0223,1L-9,4,10,B22-04,A15-04,9,WW-Bot-C,6,PMT1-RA2,34,35
91,269,WE,FB0039,1R-1,2,1,B24-02,A14-02,10,WE-Top-A,9,PMT1-RA3,2,3
92,268,WE,FB0130,1R-1,4,2,B24-04,A14-04,10,WE-Top-A,4,PMT1-RA3,4,5
93,267,WE,FB0054,1R-1,1,3,B24-01,A14-01,10,WE-Top-A,10,PMT1-RA3,1,2
94,266,WE,FB0022,1R-1,3,4,B24-03,A14-03,10,WE-Top-A,14,PMT1-RA3,3,4
95,265,WE,FB0038,1R-1,5,5,B24-05,A14-05,10,WE-Top-A,3,PMT1-RA3,5,6
96,264,WE,FB0101,1R-1,6,6,B24-06,A14-06,10,WE-Top-A,8,PMT1-RA3,6,7
97,263,WE,FB0119,1R-1,8,7,B24-08,A14-08,10,WE-Top-A,13,PMT1-RA3,8,9
98,262,WE,FB0040,1R-1,10,8,B24-10,A14-10,10,WE-Top-A,1,PMT1-RA3,10,11
99,261,WE,FB0086,1R-1,7,9,B24-07,A14-07,10,WE-Top-A,7,PMT1-RA3,7,8
100,260,WE,FB0142,1R-1,9,10,B24-09,A14-09,10,WE-Top-A,2,PMT1-RA3,9,10
101,259,WE,FB0234,1R-2,2,1,B05-02,A29-02,11,WE-Top-B,7,PMT1-RA3,12,13
102,258,WE,FB0060,1R-2,4,2,B05-04,A29-04,11,WE-Top-B,2,PMT1-RA3,14,15
103,257,WE,FB0242,1R-2,1,3,B05-01,A29-01,11,WE-Top-B,8,PMT1-RA3,11,12
104,256,WE,FB0043,1R-2,3,4,B05-03,A29-03,11,WE-Top-B,15,PMT1-RA3,13,14
105,255,WE,FB0103,1R-2,5,5,B05-05,A29-05,11,WE-Top-B,1,PMT1-RA3,15,16
106,254,WE,FB0208,1R-2,6,6,B05-06,A29-06,11,WE-Top-A,12,PMT1-RA3,16,17
107,253,WE,FB0091,1R-2,8,7,B05-08,A29-08,11,WE-Top-A,15,PMT1-RA3,18,19
108,252,WE,FB0116,1R-2,10,8,B05-10,A29-10,11,WE-Top-A,5,PMT1-RA3,20,21
109,251,WE,FB0235,1R-2,7,9,B05-07,A29-07,11,WE-Top-A,11,PMT1-RA3,17,18
110,250,WE,FB0092,1R-2,9,10,B05-09,A29-09,11,WE-Top-A,6,PMT1-RA3,19,20
111,249,WE,FB0168,1R-3,2,1,B33-02,A06-02,12,WE-Top-B,11,PMT1-RA3,22,23
112,248,WE,FB0136,1R-3,4,2,B33-04,A06-04,12,WE-Top-B,6,PMT1-RA3,24,25
113,247,WE,FB0240,1R-3,1,3,B33-01,A06-01,12,WE-Top-B,12,PMT1-RA3,21,22
114,246,WE,FB0057,1R-3,3,4,B33-03,A06-03,12,WE-Top-B,14,PMT1-RA3,23,24
115,245,WE,FB0146,1R-3,5,5,B33-05,A06-05,12,WE-Top-B,5,PMT1-RA3,25,26
116,244,WE,FB0162,1R-3,6,6,B33-06,A06-06,12,WE-Top-B,10,PMT1-RA3,26,27
117,243,WE,FB0117,1R-3,8,7,B33-08,A06-08,12,WE-Top-B,13,PMT1-RA3,28,29
118,242,WE,FB0131,1R-3,10,8,B33-10,A06-10,12,WE-Top-B,3,PMT1-RA3,30,31
119,241,WE,FB0176,1R-3,7,9,B33-07,A06-07,12,WE-Top-B,9,PMT1-RA3,27,28
120,240,WE,FB0076,1R-3,9,10,B33-09,A06-09,12,WE-Top-B,4,PMT1-RA3,29,30
121,239,WE,FB0197,1R-4,2,1,B35-02,A24-02,13,WE-Top-C,9,PMT1-RA3,32,33
122,238,WE,FB0129,1R-4,4,2,B35-04,A24-04,13,WE-Top-C,4,PMT1-RA3,34,35
123,237,WE,FB0205,1R-4,1,3,B35-01,A24-01,13,WE-Top-C,10,PMT1-RA3,31,32
124,236,WE,FB0089,1R-4,3,4,B35-03,A24-03,13,WE-Top-C,14,PMT1-RA3,33,34
125,235,WE,FB0133,1R-4,5,5,B35-05,A24-05,13,WE-Top-C,3,PMT1-RA3,35,36
126,234,WE,FB0179,1R-4,6,6,B35-06,A24-06,13,WE-Top-C,8,PMT1-RA3,36,37
127,233,WE,FB0090,1R-4,8,7,B35-08,A24-08,13,WE-Top-C,13,PMT1-RA3,38,39
128,232,WE,FB0128,1R-4,10,8,B35-10,A24-10,13,WE-Top-C,1,PMT1-RA3,40,41
129,231,WE,FB0189,1R-4,7,9,B35-07,A24-07,13,WE-Top-C,7,PMT1-RA3,37,38
130,230,WE,FB0082,1R-4,9,10,B35-09,A24-09,13,WE-Top-C,2,PMT1-RA3,39,40
131,229,WE,FB0102,1R-5,2,1,B14-02,A11-02,14,WE-Bot-A,7,PMT1-RA3,42,43
132,228,WE,FB0100,1R-5,4,2,B14-04,A11-04,14,WE-Bot-A,2,PMT1-RA3,44,45
133,227,WE,FB0077,1R-5,1,3,B14-01,A11-01,14,WE-Bot-A,8,PMT1-RA3,41,42
134,226,WE,FB0085,1R-5,3,4,B14-03,A11-03,14,WE-Bot-A,15,PMT1-RA3,43,44
135,225,WE,FB0145,1R-5,5,5,B14-05,A11-05,14,WE-Bot-A,1,PMT1-RA3,45,46
136,224,WE,FB0198,1R-5,6,6,B14-06,A11-06,14,WE-Top-C,12,PMT1-RA4,41,42
137,223,WE,FB0097,1R-5,8,7,B14-08,A11-08,14,WE-Top-C,15,PMT1-RA4,43,44
138,222,WE,FB0134,1R-5,10,8,B14-10,A11-10,14,WE-Top-C,5,PMT1-RA4,45,46
139,221,WE,FB0081,1R-5,7,9,B14-07,A11-07,14,WE-Top-C,11,PMT1-RA4,42,43
140,220,WE,FB0143,1R-5,9,10,B14-09,A11-09,14,WE-Top-C,6,PMT1-RA4,44,45
141,219,WE,FB0026,1R-6,2,1,B20-02,A05-02,15,WE-Bot-A,11,PMT1-RA4,2,3
142,218,WE,FB0084,1R-6,4,2,B20-04,A05-04,15,WE-Bot-A,6,PMT1-RA4,4,5
143,217,WE,FB0112,1R-6,1,3,B20-01,A05-01,15,WE-Bot-A,12,PMT1-RA4,1,2
144,216,WE,FB0064,1R-6,3,4,B20-03,A05-03,15,WE-Bot-A,14,PMT1-RA4,3,4
145,215,WE,FB0051,1R-6,5,5,B20-05,A05-05,15,WE-Bot-A,5,PMT1-RA4,5,6
146,214,WE,FB0030,1R-6,6,6,B20-06,A05-06,15,WE-Bot-A,10,PMT1-RA4,6,7
147,213,WE,FB0066,1R-6,8,7,B20-08,A05-08,15,WE-Bot-A,13,PMT1-RA4,8,9
148,212,WE,FB0114,1R-6,10,8,B20-10,A05-10,15,WE-Bot-A,3,PMT1-RA4,10,11
149,211,WE,FB0069,1R-6,7,9,B20-07,A05-07,15,WE-Bot-A,9,PMT1-RA4,7,8
150,210,WE,FB0078,1R-6,9,10,B20-09,A05-09,15,WE-Bot-A,4,PMT1-RA4,9,10
151,209,WE,FB0029,1R-7,2,1,B02-02,A36-02,16,WE-Bot-B,9,PMT1-RA4,12,13
152,208,WE,FB0073,1R-7,4,2,B02-04,A36-04,16,WE-Bot-B,4,PMT1-RA4,14,15
153,207,WE,FB0098,1R-7,1,3,B02-01,A36-01,16,WE-Bot-B,10,PMT1-RA4,11,12
154,206,WE,FB0068,1R-7,3,4,B02-03,A36-03,16,WE-Bot-B,14,PMT1-RA4,13,14
155,205,WE,FB0147,1R-7,5,5,B02-05,A36-05,16,WE-Bot-B,3,PMT1-RA4,15,16
156,204,WE,FB0062,1R-7,6,6,B02-06,A36-06,16,WE-Bot-B,8,PMT1-RA4,16,17
157,203,WE,FB0058,1R-7,8,7,B02-08,A36-08,16,WE-Bot-B,13,PMT1-RA4,18,19
158,202,WE,FB0115,1R-7,10,8,B02-10,A36-10,16,WE-Bot-B,1,PMT1-RA4,20,21
159,201,WE,FB0127,1R-7,7,9,B02-07,A36-07,16,WE-Bot-B,7,PMT1-RA4,17,18
160,200,WE,FB0079,1R-7,9,10,B02-09,A36-09,16,WE-Bot-B,2,PMT1-RA4,19,20
161,199,WE,FB0132,1R-8,2,1,B28-02,A35-02,17,WE-Bot-C,7,PMT1-RA4,22,23
162,198,WE,FB0083,1R-8,4,2,B28-04,A35-04,17,WE-Bot-C,2,PMT1-RA4,24,25
163,197,WE,FB0055,1R-8,1,3,B28-01,A35-01,17,WE-Bot-C,8,PMT1-RA4,21,22
164,196,WE,FB0061,1R-8,3,4,B28-03,A35-03,17,WE-Bot-C,15,PMT1-RA4,23,24
165,195,WE,FB0037,1R-8,5,5,B28-05,A35-05,17,WE-Bot-C,1,PMT1-RA4,25,26
166,194,WE,FB0099,1R-8,6,6,B28-06,A35-06,17,WE-Bot-B,12,PMT1-RA4,26,27
167,193,WE,FB0093,1R-8,8,7,B28-08,A35-08,17,WE-Bot-B,15,PMT1-RA4,28,29
168,192,WE,FB0122,1R-8,10,8,B28-10,A35-10,17,WE-Bot-B,5,PMT1-RA4,30,31
169,191,WE,FB0074,1R-8,7,9,B28-07,A35-07,17,WE-Bot-B,11,PMT1-RA4,27,28
170,190,WE,FB0036,1R-8,9,10,B28-09,A35-09,17,WE-Bot-B,6,PMT1-RA4,29,30
171,189,WE,FB0126,1R-9,2,1,B15-02,A34-02,41,WE-Bot-C,11,PMT1-RA4,32,33
172,188,WE,FB0035,1R-9,4,2,B15-04,A34-04,41,WE-Bot-C,6,PMT1-RA4,34,35
173,187,WE,FB0041,1R-9,1,3,B15-01,A34-01,41,WE-Bot-C,12,PMT1-RA4,31,32
174,186,WE,FB0044,1R-9,3,4,B15-03,A34-03,41,WE-Bot-C,14,PMT1-RA4,33,34
175,185,WE,FB0056,1R-9,5,5,B15-05,A34-05,41,WE-Bot-C,5,PMT1-RA4,35,36
176,184,WE,FB0121,1R-9,6,6,B15-06,A34-06,41,WE-Bot-C,10,PMT1-RA4,36,37
177,183,WE,FB0027,1R-9,8,7,B15-08,A34-08,41,WE-Bot-C,13,PMT1-RA4,38,39
178,182,WE,FB0045,1R-9,10,8,B15-10,A34-10,41,WE-Bot-C,3,PMT1-RA4,40,41
179,181,WE,FB0120,1R-9,7,9,B15-07,A34-07,41,WE-Bot-C,9,PMT1-RA4,37,38
